transaction_id,sender_account_id,receiver_account_id,transaction_type,amount,currency,transaction_date,channel,country_origin,country_destination,transaction_status,remarks
TXN001126,ACC00347,ACC00079,ATM Withdrawal,29712.51,EUR,2023-08-23 08:36:00,Online,France,Cayman Islands,Completed,Loan Repayment
TXN001127,ACC00626,ACC00446,Cheque,447324.54,INR,2022-02-04 20:21:00,SWIFT,Panama,Japan,Completed,Loan Repayment
TXN001128,ACC00047,ACC00139,ATM Withdrawal,7440.93,AED,2022-05-28 15:53:00,SWIFT,Germany,Australia,Pending,N/A
TXN001129,ACC00457,ACC00128,ATM Withdrawal,2775.9,INR,2023-05-08 17:20:00,Mobile,Germany,Australia,Completed,N/A
TXN001130,ACC00309,ACC00527,ATM Withdrawal,11925.14,INR,2023-08-12 18:15:00,SWIFT,Japan,UK,Completed,Salary
TXN001131,ACC00331,ACC00525,Online Transfer,3222.07,INR,2022-10-17 14:35:00,SWIFT,USA,British Virgin Islands,Completed,N/A
TXN001132,ACC00626,ACC00214,Online Transfer,21051.78,INR,2024-09-29 14:22:00,Mobile,Panama,UK,Pending,Investment
TXN001133,ACC00336,ACC00425,Online Transfer,1405.46,GBP,2023-07-31 06:40:00,Mobile,France,Nigeria,Completed,Investment
TXN001134,ACC00251,ACC00239,ATM Withdrawal,1034.07,USD,2024-05-13 02:30:00,Mobile,France,Japan,Pending,Investment
TXN001135,ACC00309,ACC00287,Cheque,7810.84,INR,2022-10-06 12:15:00,SWIFT,Japan,British Virgin Islands,Completed,Personal Transfer
TXN001136,ACC00629,ACC00568,ATM Withdrawal,8241.99,GBP,2024-02-06 19:17:00,Online,Japan,Cayman Islands,Pending,Trade Settlement
TXN001137,ACC00343,ACC00142,Cheque,5328.16,INR,2022-02-26 07:30:00,Mobile,Canada,Russia,Completed,Business Payment
TXN001138,ACC00272,ACC00154,Cash Withdrawal,300.49,USD,2024-06-30 11:12:00,Branch,UAE,British Virgin Islands,Completed,N/A
TXN001139,ACC00213,ACC00213,Cheque,9924.7,GBP,2022-03-10 13:23:00,SWIFT,Singapore,Canada,Completed,Loan Repayment
TXN001140,ACC00270,ACC00352,Cash Deposit,49310.83,EUR,2023-05-19 10:11:00,Mobile,UAE,Cyprus,Reversed,Trade Settlement
TXN001141,ACC00014,ACC00038,ATM Withdrawal,10185.03,GBP,2023-05-18 09:37:00,Mobile,Canada,Germany,Completed,Trade Settlement
TXN001142,ACC00613,ACC00514,Cash Withdrawal,425096.63,AED,2022-07-28 21:56:00,Online,Bahamas,Seychelles,Completed,Loan Repayment
TXN001143,ACC00412,ACC00437,ATM Withdrawal,780.86,USD,2024-04-16 16:31:00,ATM,Canada,Seychelles,Completed,Investment
TXN001144,ACC00410,ACC00393,Online Transfer,15037.71,AED,2024-01-26 12:21:00,ATM,Japan,USA,Completed,Personal Transfer
TXN001145,ACC00070,ACC00283,Cash Withdrawal,6493.13,USD,2023-01-16 15:27:00,ATM,Seychelles,Panama,Pending,Trade Settlement
TXN001146,ACC00248,ACC00639,Cheque,4861.77,INR,2023-03-19 02:34:00,Branch,Singapore,Cayman Islands,Completed,Investment
TXN001147,ACC00250,ACC00219,Cash Withdrawal,43358.35,GBP,2022-12-10 08:29:00,Online,France,USA,Completed,Personal Transfer
TXN001148,ACC00269,ACC00289,ATM Withdrawal,47130.94,EUR,2023-04-08 16:30:00,ATM,USA,Germany,Completed,Trade Settlement
TXN001149,ACC00417,ACC00424,Online Transfer,2859.83,EUR,2023-02-21 11:04:00,Branch,UK,Canada,Completed,Loan Repayment
TXN001150,ACC00201,ACC00274,Online Transfer,8116.25,AED,2023-03-07 19:59:00,ATM,UK,Australia,Completed,Investment
TXN001151,ACC00564,ACC00617,ATM Withdrawal,3018.03,USD,2023-09-14 22:56:00,Online,France,Russia,Reversed,Loan Repayment
TXN001152,ACC00370,ACC00532,Cash Deposit,7571.58,USD,2022-12-31 06:34:00,SWIFT,USA,Japan,Completed,N/A
TXN001153,ACC00586,ACC00094,Cash Withdrawal,4974.81,INR,2024-12-27 02:52:00,Online,Japan,Panama,Completed,Personal Transfer
TXN001154,ACC00178,ACC00320,Online Transfer,8241.08,USD,2023-05-11 01:53:00,Online,UK,Germany,Completed,Salary
TXN001155,ACC00484,ACC00198,ATM Withdrawal,2727.21,GBP,2022-06-21 10:56:00,ATM,France,Singapore,Pending,Business Payment
TXN001156,ACC00329,ACC00229,Wire Transfer,447.02,USD,2022-06-30 21:45:00,SWIFT,Australia,Cyprus,Completed,Personal Transfer
TXN001157,ACC00311,ACC00321,Cash Withdrawal,2945.92,USD,2023-09-18 10:56:00,SWIFT,Canada,Australia,Completed,Business Payment
TXN001158,ACC00145,ACC00417,Online Transfer,8454.96,USD,2023-09-21 21:05:00,Branch,Bahamas,Cyprus,Reversed,Trade Settlement
TXN001159,ACC00392,ACC00390,Cash Deposit,12824.62,GBP,2024-12-14 20:08:00,Online,France,France,Completed,Salary
TXN001160,ACC00428,ACC00516,Cheque,15229.74,AED,2024-04-03 05:41:00,SWIFT,Bahamas,Malta,Failed,Business Payment
TXN001161,ACC00542,ACC00199,Cash Deposit,29359.34,EUR,2022-01-23 11:36:00,ATM,France,UAE,Completed,Salary
TXN001162,ACC00565,ACC00643,Cash Withdrawal,4157.2,AED,2024-08-06 08:35:00,Mobile,British Virgin Islands,Canada,Completed,Salary
TXN001163,ACC00570,ACC00475,Online Transfer,8459.55,USD,2022-04-02 10:43:00,Online,UK,Nigeria,Completed,N/A
TXN001164,ACC00390,ACC00045,Cash Withdrawal,10175.88,INR,2024-05-07 11:54:00,ATM,France,Seychelles,Failed,Investment
TXN001165,ACC00622,ACC00350,Cheque,470.76,GBP,2024-10-31 10:27:00,Online,Singapore,UK,Completed,Investment
TXN001166,ACC00338,ACC00643,ATM Withdrawal,7584.88,INR,2024-11-07 16:28:00,ATM,Canada,Cyprus,Completed,Personal Transfer
TXN001167,ACC00639,ACC00244,Wire Transfer,759.21,USD,2022-10-10 18:01:00,Online,Bahamas,Russia,Completed,Loan Repayment
TXN001168,ACC00494,ACC00604,Wire Transfer,2566.14,EUR,2022-02-01 06:32:00,ATM,Bahamas,France,Completed,Trade Settlement
TXN001169,ACC00263,ACC00534,Online Transfer,5323.08,USD,2023-08-17 09:04:00,ATM,Cyprus,Seychelles,Pending,Trade Settlement
TXN001170,ACC00049,ACC00371,ATM Withdrawal,2176.89,USD,2024-04-17 15:13:00,SWIFT,France,British Virgin Islands,Completed,Salary
TXN001171,ACC00404,ACC00506,Cheque,31820.32,GBP,2024-12-18 23:49:00,Mobile,Germany,Canada,Completed,Salary
TXN001172,ACC00377,ACC00548,Cash Deposit,121482.63,EUR,2022-01-04 03:33:00,Online,Panama,Bahamas,Completed,Investment
TXN001173,ACC00523,ACC00527,Online Transfer,184111.72,USD,2024-04-18 20:31:00,SWIFT,British Virgin Islands,Malta,Completed,N/A
TXN001174,ACC00565,ACC00225,Cash Deposit,4368.71,GBP,2023-11-17 04:05:00,Online,British Virgin Islands,Germany,Failed,Loan Repayment
TXN001175,ACC00353,ACC00338,ATM Withdrawal,5437.33,USD,2024-07-25 08:05:00,ATM,Germany,Nigeria,Completed,Salary
TXN001176,ACC00439,ACC00455,Cash Withdrawal,2976.75,EUR,2024-10-06 13:16:00,ATM,UK,Cyprus,Completed,Loan Repayment
TXN001177,ACC00074,ACC00367,ATM Withdrawal,7029.98,USD,2024-05-24 07:59:00,Branch,British Virgin Islands,Singapore,Completed,Personal Transfer
TXN001178,ACC00189,ACC00063,ATM Withdrawal,7532.13,EUR,2023-11-02 18:30:00,Online,British Virgin Islands,Panama,Completed,Personal Transfer
TXN001179,ACC00288,ACC00555,Online Transfer,7147.73,AED,2024-04-20 17:03:00,ATM,Australia,Cyprus,Completed,Business Payment
TXN001180,ACC00085,ACC00649,Wire Transfer,48803.96,GBP,2023-09-07 17:00:00,Online,Japan,Seychelles,Completed,Loan Repayment
TXN001181,ACC00540,ACC00409,Cash Deposit,3662.18,AED,2024-05-03 00:22:00,Online,Germany,Malta,Completed,Investment
TXN001182,ACC00497,ACC00274,ATM Withdrawal,42812.51,EUR,2022-04-09 20:21:00,Mobile,Japan,Cayman Islands,Completed,Business Payment
TXN001183,ACC00110,ACC00614,ATM Withdrawal,6248.78,USD,2022-11-11 16:23:00,Online,USA,Germany,Pending,Loan Repayment
TXN001184,ACC00329,ACC00223,Cash Deposit,5058.04,INR,2022-10-12 02:58:00,Online,Australia,Cyprus,Completed,Personal Transfer
TXN001185,ACC00380,ACC00408,Cash Withdrawal,4351.46,USD,2022-02-15 15:53:00,SWIFT,Australia,France,Completed,Business Payment
TXN001186,ACC00468,ACC00495,Cash Deposit,11809.39,GBP,2023-09-21 19:49:00,Online,USA,France,Completed,Loan Repayment
TXN001187,ACC00635,ACC00555,Cheque,1682.8,INR,2024-09-01 08:28:00,ATM,British Virgin Islands,Malta,Completed,Personal Transfer
TXN001188,ACC00038,ACC00493,Cash Withdrawal,266.8,EUR,2023-03-07 20:53:00,Mobile,Cayman Islands,Russia,Completed,Investment
TXN001189,ACC00105,ACC00345,ATM Withdrawal,9790.55,EUR,2022-04-21 15:25:00,ATM,Canada,France,Completed,Loan Repayment
TXN001190,ACC00608,ACC00475,Cash Deposit,4252.93,GBP,2023-06-01 14:29:00,SWIFT,UK,Panama,Completed,Business Payment
TXN001191,ACC00269,ACC00550,Cash Deposit,4405.43,GBP,2024-04-01 08:06:00,ATM,USA,UAE,Completed,Investment
TXN001192,ACC00547,ACC00337,Cash Withdrawal,24337.79,GBP,2022-10-24 17:23:00,SWIFT,UK,USA,Pending,Trade Settlement
TXN001193,ACC00597,ACC00353,Cash Deposit,4425.26,AED,2024-04-17 12:02:00,ATM,Bahamas,France,Completed,Investment
TXN001194,ACC00172,ACC00245,Wire Transfer,1999.3,GBP,2023-09-08 00:29:00,Mobile,Singapore,Seychelles,Completed,Business Payment
TXN001195,ACC00261,ACC00505,Cash Withdrawal,29054.73,GBP,2023-08-19 03:35:00,SWIFT,Canada,British Virgin Islands,Reversed,Personal Transfer
TXN001196,ACC00222,ACC00512,Cheque,8455.59,USD,2023-01-27 19:52:00,Branch,Australia,Germany,Completed,Personal Transfer
TXN001197,ACC00032,ACC00041,Cheque,6846.01,AED,2023-07-07 18:02:00,Mobile,Japan,Australia,Failed,Loan Repayment
TXN001198,ACC00322,ACC00101,Online Transfer,37849.06,INR,2023-04-30 21:35:00,Mobile,UK,Malta,Completed,Loan Repayment
TXN001199,ACC00203,ACC00439,Wire Transfer,18846.26,INR,2024-04-14 01:31:00,Online,France,Canada,Completed,Salary
TXN001200,ACC00277,ACC00088,Cash Deposit,8706.64,USD,2022-01-15 02:17:00,SWIFT,Germany,Seychelles,Failed,Loan Repayment
TXN001201,ACC00169,ACC00505,ATM Withdrawal,5753.75,AED,2023-04-06 10:30:00,Mobile,Cayman Islands,Seychelles,Completed,Business Payment
TXN001202,ACC00275,ACC00533,ATM Withdrawal,395439.76,EUR,2022-04-16 14:43:00,ATM,France,Cyprus,Pending,Personal Transfer
TXN001203,ACC00158,ACC00400,ATM Withdrawal,7436.82,INR,2024-04-30 07:57:00,SWIFT,Australia,Panama,Completed,N/A
TXN001204,ACC00070,ACC00145,Cash Deposit,7988.57,EUR,2022-07-01 04:43:00,Online,Seychelles,Germany,Completed,Trade Settlement
TXN001205,ACC00171,ACC00331,Online Transfer,7813.96,GBP,2022-10-28 10:51:00,Mobile,Singapore,British Virgin Islands,Completed,Loan Repayment
TXN001206,ACC00645,ACC00645,Wire Transfer,2528.35,USD,2023-10-12 08:18:00,SWIFT,UK,France,Completed,Trade Settlement
TXN001207,ACC00546,ACC00351,ATM Withdrawal,9668.73,AED,2022-04-29 06:35:00,Branch,Germany,Singapore,Completed,Trade Settlement
TXN001208,ACC00440,ACC00526,ATM Withdrawal,2778.08,EUR,2022-06-14 08:24:00,Online,Canada,USA,Failed,Loan Repayment
TXN001209,ACC00535,ACC00250,Cash Deposit,22269.37,INR,2024-06-26 05:34:00,Branch,Cayman Islands,Singapore,Completed,Investment
TXN001210,ACC00405,ACC00299,Online Transfer,4271.54,EUR,2024-09-16 13:06:00,Mobile,Australia,Malta,Completed,Personal Transfer
TXN001211,ACC00383,ACC00003,Wire Transfer,4400.33,GBP,2022-07-12 15:09:00,SWIFT,France,Nigeria,Pending,Investment
TXN001212,ACC00575,ACC00051,Cash Withdrawal,9942.14,GBP,2022-11-28 12:54:00,Mobile,Bahamas,Panama,Completed,Investment
TXN001213,ACC00306,ACC00112,Wire Transfer,12415.9,INR,2023-04-18 19:43:00,ATM,Cayman Islands,UK,Reversed,Trade Settlement
TXN001214,ACC00499,ACC00016,Wire Transfer,416457.83,AED,2024-07-11 21:03:00,Branch,France,Bahamas,Completed,Business Payment
TXN001215,ACC00193,ACC00407,Cash Deposit,226066.93,USD,2022-12-25 03:21:00,SWIFT,Australia,Japan,Completed,Investment
TXN001216,ACC00142,ACC00350,Online Transfer,8578.14,INR,2022-02-21 17:45:00,ATM,France,Panama,Completed,Salary
TXN001217,ACC00618,ACC00238,Online Transfer,49739.84,USD,2023-01-29 21:53:00,Branch,USA,Cyprus,Completed,Salary
TXN001218,ACC00335,ACC00087,Cash Deposit,4372.16,USD,2023-12-08 03:01:00,ATM,UK,UK,Failed,N/A
TXN001219,ACC00091,ACC00155,Wire Transfer,8206.85,EUR,2024-09-14 18:37:00,ATM,Australia,Seychelles,Completed,Investment
TXN001220,ACC00084,ACC00498,Cash Withdrawal,6323.4,INR,2023-09-14 02:08:00,Branch,Japan,British Virgin Islands,Completed,Investment
TXN001221,ACC00260,ACC00554,Cash Withdrawal,7301.45,USD,2024-07-06 12:35:00,SWIFT,UK,Seychelles,Completed,Investment
TXN001222,ACC00469,ACC00476,ATM Withdrawal,7804.46,AED,2023-10-27 20:53:00,Mobile,USA,Japan,Pending,Trade Settlement
TXN001223,ACC00484,ACC00243,Cheque,18257.73,GBP,2024-07-13 10:58:00,ATM,France,France,Completed,Loan Repayment
TXN001224,ACC00556,ACC00288,Wire Transfer,44210.2,GBP,2023-03-21 03:34:00,Mobile,Australia,USA,Pending,N/A
TXN001225,ACC00297,ACC00167,Wire Transfer,4404.47,USD,2023-09-05 15:26:00,Branch,UAE,UK,Completed,Personal Transfer
TXN001226,ACC00485,ACC00402,Online Transfer,27432.57,INR,2024-08-02 04:32:00,Online,Japan,Australia,Completed,Personal Transfer
TXN001227,ACC00216,ACC00304,Cash Withdrawal,4611.5,INR,2022-01-22 19:32:00,SWIFT,Canada,Bahamas,Completed,Business Payment
TXN001228,ACC00445,ACC00389,Online Transfer,38885.47,EUR,2024-04-15 02:13:00,Mobile,Canada,Russia,Completed,Personal Transfer
TXN001229,ACC00454,ACC00452,Cash Deposit,8024.3,INR,2024-04-12 04:24:00,Mobile,Australia,Australia,Pending,N/A
TXN001230,ACC00455,ACC00072,Online Transfer,12501.36,INR,2022-09-10 04:35:00,Online,UK,Australia,Completed,Business Payment
TXN001231,ACC00417,ACC00553,Cash Deposit,8704.84,EUR,2023-05-11 01:50:00,SWIFT,UK,Japan,Completed,Investment
TXN001232,ACC00024,ACC00411,ATM Withdrawal,425533.31,USD,2023-06-14 22:14:00,Mobile,Germany,Bahamas,Completed,Salary
TXN001233,ACC00350,ACC00449,Cheque,4885.4,USD,2024-11-01 10:15:00,Branch,Singapore,Malta,Pending,Loan Repayment
TXN001234,ACC00260,ACC00544,Online Transfer,7983.45,AED,2023-05-18 03:07:00,Branch,UK,Panama,Completed,Loan Repayment
TXN001235,ACC00319,ACC00147,Cash Withdrawal,4811.72,USD,2023-09-12 04:23:00,Mobile,Australia,Russia,Pending,Investment
TXN001236,ACC00564,ACC00543,Cash Deposit,9860.33,USD,2022-09-24 05:07:00,Mobile,France,UK,Failed,Business Payment
TXN001237,ACC00637,ACC00334,Cheque,465126.64,AED,2022-09-27 17:51:00,SWIFT,Bahamas,UAE,Completed,Personal Transfer
TXN001238,ACC00509,ACC00208,Online Transfer,7454.66,USD,2024-01-12 13:11:00,Mobile,Australia,Malta,Completed,Business Payment
TXN001239,ACC00438,ACC00009,ATM Withdrawal,2186.65,USD,2022-02-09 10:05:00,Online,Canada,Nigeria,Completed,Loan Repayment
TXN001240,ACC00082,ACC00154,Cheque,15032.72,GBP,2022-06-18 23:56:00,ATM,Australia,Bahamas,Failed,Business Payment
TXN001241,ACC00408,ACC00283,Cash Deposit,34400.07,INR,2023-07-06 12:26:00,ATM,UK,USA,Completed,Loan Repayment
TXN001242,ACC00176,ACC00416,Online Transfer,6160.42,GBP,2024-03-26 01:30:00,ATM,Australia,Russia,Failed,N/A
TXN001243,ACC00194,ACC00207,ATM Withdrawal,219.23,USD,2023-03-19 12:34:00,Mobile,UK,UK,Completed,N/A
TXN001244,ACC00266,ACC00344,ATM Withdrawal,4064.36,USD,2024-12-24 10:32:00,SWIFT,Germany,Seychelles,Completed,Loan Repayment
TXN001245,ACC00046,ACC00110,Cash Withdrawal,491547.45,USD,2022-02-26 19:08:00,SWIFT,Bahamas,Canada,Completed,N/A
TXN001246,ACC00576,ACC00159,Cash Withdrawal,4992.41,AED,2024-07-10 00:53:00,Online,Nigeria,UAE,Completed,Personal Transfer
TXN001247,ACC00166,ACC00608,Cheque,8194.47,EUR,2023-10-23 03:04:00,SWIFT,USA,Seychelles,Completed,Personal Transfer
TXN001248,ACC00169,ACC00020,Cash Deposit,8145.94,GBP,2022-08-15 09:58:00,SWIFT,Cayman Islands,Seychelles,Pending,Personal Transfer
TXN001249,ACC00422,ACC00163,ATM Withdrawal,85877.8,AED,2022-05-24 05:19:00,Mobile,Singapore,Seychelles,Completed,Trade Settlement
TXN001250,ACC00445,ACC00473,Cheque,4372.15,AED,2023-12-03 09:39:00,Mobile,Canada,Australia,Completed,N/A
TXN001251,ACC00386,ACC00371,Wire Transfer,22839.9,EUR,2024-11-27 21:41:00,SWIFT,Singapore,UK,Completed,Salary
TXN001252,ACC00277,ACC00547,ATM Withdrawal,5860.74,USD,2022-04-14 20:01:00,SWIFT,Germany,Cayman Islands,Completed,Business Payment
TXN001253,ACC00430,ACC00363,Cash Withdrawal,28593.17,AED,2022-10-11 04:23:00,Online,France,UK,Completed,N/A
TXN001254,ACC00614,ACC00237,Cash Withdrawal,572.16,EUR,2022-05-01 03:43:00,Mobile,UK,Japan,Completed,Trade Settlement
TXN001255,ACC00117,ACC00472,Wire Transfer,1740.69,USD,2023-11-04 13:36:00,Branch,Japan,Nigeria,Completed,Personal Transfer
TXN001256,ACC00229,ACC00223,Online Transfer,8812.13,EUR,2022-12-02 05:36:00,ATM,UK,Cyprus,Completed,Trade Settlement
TXN001257,ACC00493,ACC00489,Cash Withdrawal,9584.24,INR,2024-06-02 05:47:00,Online,Bahamas,Malta,Completed,Business Payment
TXN001258,ACC00208,ACC00147,Wire Transfer,67071.02,GBP,2023-09-08 14:26:00,ATM,Singapore,Canada,Completed,Investment
TXN001259,ACC00256,ACC00333,Online Transfer,73623.87,INR,2023-05-25 03:25:00,SWIFT,Malta,Canada,Completed,Trade Settlement
TXN001260,ACC00063,ACC00444,ATM Withdrawal,438386.26,AED,2023-02-07 09:14:00,Mobile,Cayman Islands,USA,Completed,N/A
TXN001261,ACC00218,ACC00605,Cash Deposit,7799.63,EUR,2023-04-01 10:29:00,SWIFT,Japan,France,Pending,Salary
TXN001262,ACC00021,ACC00493,Cash Withdrawal,22955.86,USD,2023-01-06 07:27:00,Online,Canada,Canada,Completed,Investment
TXN001263,ACC00260,ACC00023,Wire Transfer,31088.08,GBP,2023-05-11 07:22:00,Branch,UK,Malta,Completed,Salary
TXN001264,ACC00136,ACC00335,Online Transfer,952.95,GBP,2024-12-30 15:03:00,Branch,Seychelles,Panama,Completed,Trade Settlement
TXN001265,ACC00307,ACC00350,Cash Deposit,3600.11,AED,2022-06-29 04:20:00,Branch,Singapore,UAE,Completed,Business Payment
TXN001266,ACC00601,ACC00094,Cash Deposit,42714.12,GBP,2023-12-17 22:47:00,SWIFT,Singapore,Panama,Failed,Business Payment
TXN001267,ACC00632,ACC00482,Cash Deposit,1079.67,EUR,2022-09-06 12:27:00,SWIFT,Panama,Canada,Reversed,Investment
TXN001268,ACC00252,ACC00018,Cash Deposit,7575.07,GBP,2024-01-17 22:27:00,Online,France,USA,Pending,Business Payment
TXN001269,ACC00470,ACC00447,Cash Withdrawal,8461.98,INR,2024-02-29 16:51:00,SWIFT,Panama,Seychelles,Completed,Business Payment
TXN001270,ACC00314,ACC00195,Wire Transfer,240106.19,GBP,2022-03-19 03:02:00,Mobile,France,France,Pending,Trade Settlement
TXN001271,ACC00222,ACC00615,Cheque,1424.32,USD,2023-03-01 01:17:00,Mobile,Australia,Japan,Completed,Business Payment
TXN001272,ACC00418,ACC00521,Cash Withdrawal,4310.88,USD,2024-05-11 19:02:00,SWIFT,Germany,Malta,Completed,Investment
TXN001273,ACC00571,ACC00550,Cash Deposit,6852.1,USD,2022-11-16 22:31:00,SWIFT,Canada,France,Completed,N/A
TXN001274,ACC00298,ACC00459,Wire Transfer,9757.37,INR,2022-02-28 17:14:00,SWIFT,Japan,Seychelles,Failed,Personal Transfer
TXN001275,ACC00613,ACC00599,Wire Transfer,5696.42,GBP,2023-02-23 13:29:00,Mobile,Bahamas,UAE,Completed,Business Payment
TXN001276,ACC00446,ACC00389,Cheque,4789.01,GBP,2024-10-03 03:05:00,ATM,British Virgin Islands,Cyprus,Completed,Trade Settlement
TXN001277,ACC00623,ACC00375,Cheque,186651.59,EUR,2022-04-10 20:41:00,SWIFT,Germany,Canada,Completed,Business Payment
TXN001278,ACC00138,ACC00358,Cheque,48414.32,EUR,2024-08-19 22:30:00,Branch,Bahamas,Singapore,Completed,Investment
TXN001279,ACC00571,ACC00493,Wire Transfer,1063.56,USD,2024-09-11 21:09:00,Online,Canada,Panama,Completed,Salary
TXN001280,ACC00384,ACC00298,ATM Withdrawal,3099.44,USD,2022-03-06 16:47:00,SWIFT,France,Russia,Pending,Personal Transfer
TXN001281,ACC00508,ACC00412,Cash Deposit,5716.77,GBP,2024-03-13 06:00:00,Online,Australia,Nigeria,Completed,Trade Settlement
TXN001282,ACC00061,ACC00029,ATM Withdrawal,366.19,GBP,2023-04-08 00:31:00,Branch,France,Seychelles,Reversed,Personal Transfer
TXN001283,ACC00423,ACC00322,Online Transfer,8914.29,AED,2023-02-03 11:06:00,Mobile,Singapore,Australia,Completed,Salary
TXN001284,ACC00464,ACC00336,Cheque,5723.34,INR,2023-08-11 01:23:00,Mobile,UK,France,Completed,Business Payment
TXN001285,ACC00378,ACC00532,Wire Transfer,168077.53,GBP,2022-12-06 16:56:00,Branch,British Virgin Islands,Cyprus,Completed,Business Payment
TXN001286,ACC00556,ACC00118,Online Transfer,7663.23,USD,2023-07-19 15:40:00,SWIFT,Australia,Russia,Completed,Salary
TXN001287,ACC00427,ACC00085,Cash Deposit,28419.05,USD,2023-08-01 09:19:00,Online,Japan,Australia,Completed,Loan Repayment
TXN001288,ACC00569,ACC00153,Wire Transfer,31313.01,GBP,2024-08-03 07:29:00,ATM,UK,UK,Completed,Business Payment
TXN001289,ACC00113,ACC00546,Cash Deposit,380.94,AED,2023-06-24 03:38:00,Mobile,Canada,USA,Completed,Business Payment
TXN001290,ACC00271,ACC00466,Online Transfer,8383.05,EUR,2022-07-28 18:51:00,ATM,UAE,Malta,Failed,Trade Settlement
TXN001291,ACC00614,ACC00147,Cash Deposit,8006.68,GBP,2023-08-16 02:02:00,Branch,UK,Panama,Completed,N/A
TXN001292,ACC00072,ACC00529,Wire Transfer,1022.44,EUR,2022-01-20 10:58:00,Online,Germany,British Virgin Islands,Completed,Investment
TXN001293,ACC00602,ACC00003,Cheque,2856.49,INR,2023-07-17 01:51:00,Branch,Cayman Islands,Cayman Islands,Completed,Personal Transfer
TXN001294,ACC00470,ACC00540,Cheque,9893.02,EUR,2024-03-09 08:20:00,Online,Panama,Seychelles,Completed,Investment
TXN001295,ACC00615,ACC00276,Online Transfer,7135.98,AED,2024-07-10 08:16:00,SWIFT,Germany,Nigeria,Completed,Personal Transfer
TXN001296,ACC00236,ACC00253,ATM Withdrawal,226932.99,INR,2022-07-02 05:52:00,ATM,Australia,Germany,Completed,Investment
TXN001297,ACC00018,ACC00230,Cheque,1593.68,EUR,2022-04-04 11:31:00,Branch,France,UK,Completed,Personal Transfer
TXN001298,ACC00618,ACC00416,Cash Withdrawal,5831.66,USD,2022-03-18 12:59:00,Branch,USA,Panama,Completed,Personal Transfer
TXN001299,ACC00410,ACC00476,Online Transfer,5435.08,GBP,2024-11-28 18:17:00,SWIFT,Japan,Germany,Completed,Trade Settlement
TXN001300,ACC00253,ACC00416,Cheque,10039.48,EUR,2022-01-09 02:28:00,Mobile,British Virgin Islands,British Virgin Islands,Completed,Loan Repayment
TXN001301,ACC00610,ACC00203,Online Transfer,7299.61,INR,2022-06-01 14:06:00,Branch,Germany,UK,Completed,Business Payment
TXN001302,ACC00175,ACC00096,Cash Deposit,21042.71,EUR,2024-05-16 14:17:00,Online,UK,Nigeria,Completed,Personal Transfer
TXN001303,ACC00417,ACC00351,Cash Deposit,3428.83,GBP,2022-02-24 06:46:00,Online,UK,USA,Pending,N/A
TXN001304,ACC00057,ACC00319,Cheque,5592.98,USD,2023-12-14 06:46:00,SWIFT,France,UAE,Completed,Investment
TXN001305,ACC00242,ACC00107,Cheque,8950.6,EUR,2022-11-13 08:32:00,Online,USA,Russia,Pending,N/A
TXN001306,ACC00539,ACC00386,ATM Withdrawal,7734.62,USD,2024-03-05 17:29:00,ATM,France,Germany,Reversed,Salary
TXN001307,ACC00281,ACC00591,Cash Withdrawal,394297.77,GBP,2022-03-10 13:00:00,SWIFT,Canada,France,Completed,Salary
TXN001308,ACC00328,ACC00474,Online Transfer,5506.97,AED,2024-03-16 22:51:00,SWIFT,Cayman Islands,Singapore,Failed,Loan Repayment
TXN001309,ACC00270,ACC00403,ATM Withdrawal,17553.66,GBP,2022-07-28 09:42:00,ATM,UAE,UAE,Completed,N/A
TXN001310,ACC00237,ACC00614,Online Transfer,19272.03,EUR,2024-03-20 12:47:00,ATM,Canada,British Virgin Islands,Completed,N/A
TXN001311,ACC00057,ACC00338,ATM Withdrawal,9540.02,USD,2022-08-16 21:49:00,Branch,France,British Virgin Islands,Completed,Investment
TXN001312,ACC00073,ACC00600,Wire Transfer,404501.59,EUR,2024-11-19 02:08:00,Branch,British Virgin Islands,UK,Completed,Personal Transfer
TXN001313,ACC00525,ACC00144,ATM Withdrawal,16921.91,AED,2022-04-15 21:43:00,Mobile,USA,UAE,Completed,Trade Settlement
TXN001314,ACC00224,ACC00076,ATM Withdrawal,646.12,INR,2024-08-12 20:15:00,ATM,Australia,British Virgin Islands,Completed,Business Payment
TXN001315,ACC00621,ACC00142,Wire Transfer,1225.36,AED,2022-02-12 13:13:00,Mobile,Singapore,Cayman Islands,Completed,Investment
TXN001316,ACC00065,ACC00645,Cheque,5683.67,AED,2022-08-27 22:40:00,Online,Germany,Cyprus,Completed,Loan Repayment
TXN001317,ACC00641,ACC00625,Online Transfer,5360.39,USD,2022-10-29 07:50:00,SWIFT,Canada,Japan,Completed,Loan Repayment
TXN001318,ACC00144,ACC00547,Online Transfer,45361.72,EUR,2022-12-25 12:56:00,Mobile,Germany,Panama,Completed,Personal Transfer
TXN001319,ACC00582,ACC00329,ATM Withdrawal,7626.37,AED,2023-06-11 08:19:00,ATM,Germany,Japan,Pending,Trade Settlement
TXN001320,ACC00645,ACC00440,Cash Deposit,6924.02,EUR,2022-08-26 02:19:00,Branch,UK,Cyprus,Completed,Personal Transfer
TXN001321,ACC00533,ACC00026,Cheque,2952.22,EUR,2022-04-25 20:58:00,Mobile,Canada,Nigeria,Completed,Personal Transfer
